url,route_family,current_title,gsc_impressions,gsc_clicks,gsc_ctr,gsc_avg_position,top_query,commercial_intent,capability_status,competing_buildogram_urls,tier,selected_for_sprint,notes
/construction-in-chennai,static,Construction in Chennai | Building Support & Services | Buildogram,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/contact,static,,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/cost-estimator,static,Lack of clarity,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/disclaimer,static,Legal Disclaimer | Buildogram,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/end-to-end-construction-support-chennai,static,End-to-End Construction Support in Chennai | Buildogram,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/faqs,static,"FAQs | Construction, BOQ, Property & Quality Questions | Buildogram",PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/faqs/boq,faqs,BOQ & Cost FAQs,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/faqs/client-portal,faqs,Client Portal FAQs,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/faqs/construction,faqs,Construction FAQs,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/faqs/maintenance,faqs,Property Maintenance FAQs,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/faqs/materials,faqs,Construction Materials FAQs,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/faqs/partners,faqs,Partner Ecosystem FAQs,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/faqs/payments,faqs,Payments & Pricing FAQs,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/faqs/plan-review,faqs,Plan Review FAQs,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/faqs/property-listings,faqs,Property Listing FAQs,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/faqs/property-passport,faqs,Property Passport FAQs,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary,static,Construction & Property Glossary | Buildogram,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary/360-tour,glossary,360° Virtual Tour,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary/approval-plan,glossary,Approval Plan,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary/boq,glossary,BOQ (Bill of Quantities),PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary/built-up-area,glossary,Built-Up Area (BUA),PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary/carpet-area,glossary,Carpet Area,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary/change-order,glossary,Change Order,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary/completion-certificate,glossary,Completion Certificate (CC),PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary/fe500-steel,glossary,Fe500 Steel (TMT Bar),PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary/floor-plan,glossary,Floor Plan,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary/footing,glossary,Footing (Foundation),PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary/fsi,glossary,FSI (Floor Space Index),PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary/handover,glossary,Handover,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary/milestone-payment,glossary,Milestone Payment,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary/pcc,glossary,PCC (Plain Cement Concrete),PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary/plinth,glossary,Plinth,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary/pmc,glossary,PMC (Project Management Consulting),PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary/property-passport,glossary,Property Passport,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary/rcc,glossary,RCC (Reinforced Cement Concrete),PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary/rmc,glossary,RMC (Ready Mix Concrete),PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary/sbc,glossary,SBC (Soil Bearing Capacity),PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary/setback,glossary,Setback,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary/snag-list,glossary,Snag List,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary/structural-warranty,glossary,Structural Warranty,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary/sump,glossary,Sump (Underground Water Tank),PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary/uds,glossary,UDS (Undivided Share of Land),PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/glossary/waterproofing,glossary,Waterproofing,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/guides,static,Construction & Property Guides | Expert Advice for Homeowners | Buildogram,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/guides/boq-checklist-for-homeowners,guides,BOQ Checklist for Homeowners: What to Verify Before Signing,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/guides/common-floor-plan-mistakes,guides,Common Floor Plan Mistakes to Avoid in House Construction,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/guides/common-waterproofing-problems,guides,Common Waterproofing Problems in Chennai Homes,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/guides/construction-cost-per-square-foot-chennai,guides,Construction Cost Per Square Foot in Chennai (2024–25 Guide),PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/guides/home-maintenance-checklist,guides,Annual Home Maintenance Checklist for Chennai Homeowners,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/guides/house-construction-checklist-for-first-time-owners,guides,House Construction Checklist for First-Time Homeowners in Chennai,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/guides/house-plan-review-checklist,guides,House Plan Review Checklist: What to Check Before Construction,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/guides/how-360-property-tours-help-property-owners,guides,How 360° Property Tours Help Landlords and Property Owners,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/guides/how-plan-design-affects-construction-cost,guides,How House Plan Design Affects Your Construction Cost,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/guides/how-property-records-help-resale,guides,How Property Records Help You Get a Better Resale Price,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/guides/how-to-avoid-hidden-construction-costs,guides,How to Avoid Hidden Construction Costs in India,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/guides/how-to-compare-contractor-quotes,guides,How to Compare Contractor Quotes for House Construction,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/guides/how-to-improve-resale-value-before-listing,guides,How to Improve Your Property\,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/guides/how-to-prepare-a-property-for-rent,guides,How to Prepare a Property for Rent in Chennai,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/guides/property-documents-checklist-india,guides,Property Documents Checklist for Homeowners in India,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/guides/questions-to-ask-before-finalizing-contractor,guides,20 Questions to Ask Before Finalizing a Construction Contractor,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/guides/rental-friendly-house-plan-guide,guides,Rental-Friendly House Plan Guide for Chennai,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/guides/rental-property-listing-checklist,guides,Rental Property Listing Checklist for Chennai Landlords,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/guides/resale-property-listing-checklist,guides,Resale Property Listing Checklist for Chennai Sellers,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/guides/what-is-boq-in-construction,guides,What is a BOQ in Construction?,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/guides/what-is-property-passport,guides,What is a Property Passport and Why Do You Need One?,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/guides/why-low-construction-quote-can-be-risky,guides,Why a Low Construction Quote Can Be Risky,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/how-it-works,static,How Buildogram Works | 9-Stage Construction Process,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/industrial-shed-construction-chennai,static,Industrial Shed Construction in Chennai | Factory Shed Builders | Buildogram,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/join-as-partner,static,Join Buildogram as a Partner | AI Construction Ecosystem,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/locations,static,Construction Services by Location in Chennai | Buildogram,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/locations/chennai,static,"Construction Services in Chennai | BOQ, Structural Audit, Supervision | Buildogram",PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/materials,static,"Construction Materials in Chennai | Wholesale Cement, Steel, Sand | Buildogram",PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/materials/aggregates,materials,Buy Coarse Aggregates (Jelly) in Chennai | Buildogram,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/materials/blocks,materials,Buy Concrete Blocks and Bricks in Chennai | Buildogram,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/materials/bricks,static,,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/materials/bricks-aac-blocks,static,Bricks & AAC Blocks in Chennai | Fly Ash & Red Bricks,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/materials/cement,materials,Buy Cement in Chennai at Best Rates | Buildogram,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/materials/construction-chemicals,materials,Construction Chemicals and Admixtures in Chennai | Buildogram,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/materials/doors-windows,materials,Buy Doors and Windows in Chennai | Buildogram,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/materials/electrical,materials,Buy Electrical Materials for Construction in Chennai | Buildogram,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/materials/electrical-plumbing,static,,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/materials/fabrication-steel,static,Fabrication Steel in Chennai | PEB & Structural Sections,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
/materials/finishing-materials,static,"Finishing Materials Chennai | Tiles, Paint, Hardware & Fixtures | Buildogram",PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,PENDING_GSC,NOT_YET_CLASSIFIED,NOT_ASSESSED,,PENDING_GSC,NO,
